0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1,5,44,30,4,0,0,5,4,4,1,1,,0,8cf07265,c1384774,7a5112be,8ae8b275,4cf72387,fbad5c96,81bb0302,0b153874,a73ee510,7f314591,b7094596,5d6c3838,1f9d2c38,07d13a8f,022c81dc,84af67c1,e5ba7672,8e8b535e,21ddcdc9,b1252a9d,35d97d15,ad3062eb,32c7478e,f1b99840,ea9a246c,c884d8e8
0,9,103,18,43,79,54,9,48,50,1,1,,48,05db9164,09e68b86,75d74398,ac9bd079,b0530c50,fe6b92e5,e44ffd7f,5b392875,a73ee510,c16dd063,4ad5ddce,b576ecc1,8846a878,b28479f6,6f73304a,8ed678b1,e5ba7672,479030a6,7d1c0c2a,5840adea,24fe27f9,78e2e389,3a171ecb,41be4766,e8b83407,d8a062c4
0,1,499,,,201,21,25,22,21,1,4,,,05db9164,68b3edbf,d032c263,c18be181,25c83c98,7e0ccccf,9f525672,0b153874,a73ee510,1650cb99,843d8639,dfbb09fb,9cab1003,b28479f6,f5799c5c,84898b2a,e5ba7672,3009c5ce,,,0014c32a,,32c7478e,3b183c5c,,
1,21,34,4,8,214,8,24,13,19,2,3,0,8,5a9ed9b0,8947f767,42c26a8f,b46a9894,30903e74,7e0ccccf,9e8dab66,0b153874,a73ee510,5ba575e7,2d9eed4d,7711b15e,949ea585,b28479f6,a473257f,fce2df8a,e5ba7672,bd17c3da,20f7f165,b1252a9d,cca849a0,,32c7478e,955b41c1,e8b83407,76b01db0
1,,24,7,7,236,,0,30,32,,0,,7,05db9164,39dfaa0d,21d13ddc,0fccb71f,25c83c98,fbad5c96,753aa291,0b153874,a73ee510,3b08e48b,d20ffd8f,17ebf5d3,6619af2b,b28479f6,2223bbe1,97c5a99d,776ce399,df4fffb7,21ddcdc9,5840adea,2063e5dc,,3a171ecb,1e258e53,010f6491,aa5f0a15
0,,0,3,1,39317,731,1,9,207,,0,,1,05db9164,9a82ab91,02cf9876,c18be181,25c83c98,7e0ccccf,ca4c27ef,0b153874,a73ee510,0bd12a8c,1bdc0607,8fe001f4,619a03e9,07d13a8f,33d2c881,36103458,e5ba7672,004fdf10,,,e587c466,,423fab69,3b183c5c,,
0,,492,4,4,1655,26,17,4,407,,5,,4,5a9ed9b0,26a88120,b00d1501,d16679b9,25c83c98,fe6b92e5,49b74ebc,0b153874,a73ee510,7f79890b,c4adf918,e0d76380,85dbe138,b28479f6,2ebbf26a,1203a270,e5ba7672,b486119d,,,73d06dde,78e2e389,32c7478e,aee52b6f,,
0,,58,1,,68035,1116,0,4,105,,0,,,68fd1e64,38a947a1,def800b5,6a14f9b9,25c83c98,7e0ccccf,675b6656,0b153874,7cc72ec2,d4f05169,192461f2,8c1ecd95,bd91360a,07d13a8f,06c17681,f8b34416,07c540c4,e5f8f18f,,,f3ddd519,,3a171ecb,b34f3128,,
0,,102,2,2,19379,3,5,2,3,,2,,2,05db9164,a244fe99,,,25c83c98,,50b436c9,0b153874,a73ee510,d8a1c4f1,a0a5e9d7,,ee79db7b,07d13a8f,2f5df569,,e5ba7672,35901cfb,,,,,32c7478e,,,
0,0,1,20,0,3587,425,2,14,172,0,2,,13,68fd1e64,80e26c9b,46cbd7dd,4a370794,25c83c98,7e0ccccf,5ed5419b,0b153874,a73ee510,8bfda13d,aa1ed092,39cb5326,8cde53cf,b28479f6,4c1df281,4c292f1d,e5ba7672,f54016b9,21ddcdc9,a458ea53,8ac7d638,,be7c41b4,1793a828,e8b83407,da9fe092
0,0,10,41,3,5666,,0,3,3,0,0,,3,05db9164,86d4fccc,b009d929,c7043c4b,b0530c50,fe6b92e5,00d45786,0b153874,a73ee510,bc0ddfd3,c1face1a,3563ab62,e206ac9b,07d13a8f,be8e0869,b688c8cc,e5ba7672,be645006,21ddcdc9,5840adea,2754aaf1,,3a171ecb,3b183c5c,001f3601,d2decebb
0,0,3,3,9,1399,55,1,12,43,0,1,,12,05db9164,f9875f50,196e1d2c,3a28497c,4cf72387,7e0ccccf,fd38440a,c8ddd494,a73ee510,b6168da6,f1f039ef,4dcdc859,60d930f7,07d13a8f,4ad96776,66d8e59e,d4bb7bd8,43a9e4b1,5af15ee4,b1252a9d,6af744f2,,32c7478e,b2455157,e8b83407,66d5e352
0,,7,1,,,,,0,,,,,,05db9164,38a947a1,2d8004c4,40ed41e5,25c83c98,fbad5c96,ce8217f8,1f89b562,7cc72ec2,3b08e48b,9d12ce9b,ad972965,9dfda2b9,07d13a8f,c68ba31d,1206a8a1,2005abd1,e96a7df2,,,54d8bb06,,be7c41b4,a415643d,,
0,2,5,3,3,37,3,2,2,3,1,1,,3,05db9164,c8687797,74e1a23a,9a6888fb,b2241560,7e0ccccf,73afe74f,5b392875,a73ee510,fa7d0797,2d9eed4d,fb8fab62,949ea585,07d13a8f,5db1ef75,c6b1e1b2,07c540c4,a7e06874,21ddcdc9,5840adea,99c09e97,,3a171ecb,335a6a1e,010f6491,8d8eb391
0,0,0,9,21,1918,271,5,37,264,0,1,0,37,68fd1e64,2607540a,53e9f222,150aaab7,25c83c98,fbad5c96,8f89a2e1,0b153874,a73ee510,fa7d0797,7d4bba07,42400ece,2fad1153,b28479f6,d50f20a7,1b319444,e5ba7672,8a25126c,,,b4d113e2,,3a171ecb,a54aa9d4,,
0,0,60,6,12,192,83,1,29,81,0,1,0,12,c71ae391,38a947a1,4470baf4,8c8a4c47,4cf72387,7e0ccccf,3b3a8277,062b5529,a73ee510,3b08e48b,8349edc7,bb669e25,176d07bc,b28479f6,9a82459a,2b2ce127,1e88c74f,b133fcd4,,,2b796e4a,,be7c41b4,8d365d3b,,
0,,-1,,,326,,0,0,0,,0,,,05db9164,38a947a1,3e5f573b,a7aa1f76,25c83c98,7e0ccccf,e3fb0ef1,0b153874,a73ee510,3b08e48b,f272f98e,54d52689,9b9e44d2,b28479f6,b720e84d,21e0910e,776ce399,1c0fe168,,,f7eb4736,,be7c41b4,fa59122c,,
0,0,0,6,9,6122,130,29,22,151,0,3,0,9,5a9ed9b0,ae46a29d,fdc2671b,f922efad,25c83c98,fbad5c96,436ced8f,5b392875,a73ee510,4aead435,e95473ad,26ffc51b,44a10680,1adce6ef,c6a089a8,01adbab4,e5ba7672,e32bf683,,,21c9516a,,423fab69,b34f3128,,
0,0,0,,,1740,10,4,1,5,0,1,,,05db9164,80e26c9b,ab654591,515c2bcc,25c83c98,7e0ccccf,11754474,0b153874,a73ee510,3b08e48b,88ac36d5,e0a57f94,d8e8499b,07d13a8f,f3635baf,12bf7f57,e5ba7672,f54016b9,21ddcdc9,b1252a9d,e79470cf,,93bad2c0,8dca7de3,e8b83407,a6d189cc
0,0,-1,8,5,1977,82,4,7,78,0,1,,5,68fd1e64,89ddfee8,2d3be2d7,d2099731,25c83c98,7e0ccccf,928efe34,5b392875,a73ee510,5162b19c,0d989d65,53cbb0c5,f948ca5d,07d13a8f,4df3da6b,0c09278f,e5ba7672,5bb2ec8e,21ddcdc9,a458ea53,f254276d,ad3062eb,32c7478e,3fdb382b,b9266ff0,49d68486
1,,-1,,,8726,13,12,0,40,,2,0,,8cf07265,2705da39,66a9f38f,4696630a,25c83c98,,40d4ce68,0b153874,a73ee510,86b46b2e,4a00b569,a6599cf9,42ef23bb,07d13a8f,d582d840,012ea43b,3486227d,66c3058a,,,3f993026,,32c7478e,043ce596,,
0,0,0,63,25,4631,663,3,32,247,0,2,,27,8cf07265,09e68b86,2289f682,ebe677ec,4cf72387,13718bbd,124131fa,5b392875,a73ee510,a1ee64a6,9ba53fcc,5e78a000,42156eb4,07d13a8f,36721ddc,023d28fa,07c540c4,5aed7436,9653bb65,b1252a9d,48beb5b6,,3a171ecb,3fdb382b,e8b83407,49d68486
0,,26,,,26179,11,1,0,5,,1,,,be589b51,8084ee93,02cf9876,c18be181,25c83c98,7e0ccccf,3fbde16c,0b153874,a73ee510,83ff688a,087dfcfd,8fe001f4,5317f239,b28479f6,b2ff8c6b,36103458,d4bb7bd8,52e44668,,,e587c466,,3a171ecb,3b183c5c,,
0,0,38,55,17,1728,94,1,31,68,0,1,,17,87552397,38d50e09,b393df87,c3fecae9,4cf72387,fbad5c96,38eb9cf4,0b153874,a73ee510,2a47dab8,7f8ffe57,8d33fe00,46f42a63,b28479f6,7501d6be,0fd4fbad,07c540c4,f855e3f0,21ddcdc9,5840adea,572bdde8,,32c7478e,9fa3e01a,001f3601,4e7af834
0,1,2,4,6,228,57,1,6,6,1,1,,6,8cf07265,0aadb108,c798ded6,91e6318a,25c83c98,7e0ccccf,bdf75bb3,0b153874,a73ee510,3b08e48b,27465d16,1b2022a0,db4c1ae9,1adce6ef,2de5271c,b74e1eb0,d4bb7bd8,7ce63c71,,,af5dc647,c9d4222a,3a171ecb,1793a828,,
1,,1,1,1,5,,0,1,1,,0,,1,be589b51,fc1fa80d,2ac5a341,45e7b9c6,25c83c98,7e0ccccf,812b47ef,0b153874,a73ee510,8f98cbf1,0fa9165a,13d63cc6,5bfca2aa,07d13a8f,2547a09c,4c3da0da,1e88c74f,f68751cd,,,83b46831,c9d4222a,32c7478e,1793a828,,
0,0,-1,,,31847,517,4,4,476,0,1,,,68fd1e64,13f25995,0b0f3952,35d9e6fe,25c83c98,7e0ccccf,a012896e,5b392875,a73ee510,7077ce03,2d6f299a,ff8c6fd9,f0e0f335,07d13a8f,7cad642c,5015d391,e5ba7672,c7cf2414,,,3db17de9,,32c7478e,4fe18e82,,
1,,1,1,1,116,,0,1,1,,0,,1,05db9164,38a947a1,2c727545,7b72fe70,43b19349,7e0ccccf,a83de962,0b153874,a73ee510,3b08e48b,18bcf5cd,1d27e688,61537f27,07d13a8f,bb187e01,713dc1b1,776ce399,3fbc9e39,,,a32eb4ee,ad3062eb,be7c41b4,af7e56e7,,
1,,0,1,,27315,78,2,1,78,,1,,,05db9164,38a947a1,,,25c83c98,7e0ccccf,29cfd71f,1f89b562,a73ee510,b4c72939,a4ea009a,,1e9339bc,07d13a8f,f193d2f6,,e5ba7672,b5dbd3fb,,,,,423fab69,,,
